331,Marius Bülter,de GER,FW,Köln,de Bundesliga,32-282,1993,13,9,740,8.2,3,3,6,3,0,0,2,0,2.5,2.5,2.5,5,18,23,59,0.36,0.36,0.73,0.36,0.73,0.3,0.31,0.61,0.3,0.61,Matches
332,Facundo Buonanotte,ar ARG,MF,Chelsea,eng Premier League,21-013,2004,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,5,0,0,0,0,0,0,0.51,0.51,0,0.51,Matches
333,Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,26-213,1999,14,10,940,10.4,0,1,1,0,0,0,1,0,0.6,0.6,0.1,0.7,9,38,1,0,0.1,0.1,0,0.1,0.06,0.01,0.07,0.06,0.07,Matches
334,Livan Burcu,tr TUR,"MF,DF",Union Berlin,de Bundesliga,21-099,2004,2,0,40,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,3,3,4,0,0,0,0,0,0.75,0,0.75,0.75,0.75,Matches
335,Jan Bürger,de GER,DF,Wolfsburg,de Bundesliga,18-301,2007,3,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,0,3,0,0,0,0,0,0.07,0.09,0.16,0.07,0.16,Matches
336,Wouter Burger,nl NED,MF,Hoffenheim,de Bundesliga,24-323,2001,14,14,"1,161",12.9,3,4,7,3,0,0,2,0,1.7,1.7,3.2,4.9,5,76,39,0.23,0.31,0.54,0.23,0.54,0.13,0.25,0.38,0.13,0.38,Matches
337,Jonathan Burkardt,de GER,FW,Eint Frankfurt,de Bundesliga,25-178,2000,10,8,680,7.6,8,0,8,7,1,1,1,0,6.4,5.6,0.2,5.8,5,10,27,1.06,0,1.06,0.93,0.93,0.85,0.03,0.88,0.74,0.77,Matches
338,Oliver Burke,sct SCO,"MF,FW",Union Berlin,de Bundesliga,28-273,1997,14,10,784,8.7,4,0,4,4,0,0,2,0,2.3,2.3,0.4,2.7,14,17,56,0.46,0,0.46,0.46,0.46,0.26,0.05,0.31,0.26,0.31,Matches
339,Vincent Burlet,be BEL,DF,Lille,fr Ligue 1,20-104,2005,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,2,2,0,0,0,0,0,0,2.53,2.53,0,2.53,Matches
340,Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,33-241,1992,15,15,"1,255",13.9,0,2,2,0,0,0,5,1,0.1,0.1,0.3,0.4,5,39,24,0,0.14,0.14,0,0.14,0.01,0.02,0.03,0.01,0.03,Matches
341,Bradley Burrowes,eng ENG,DF,Aston Villa,eng Premier League,17-307,2008,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,Matches
342,Marnon Busch,de GER,"DF,MF",Heidenheim,de Bundesliga,31-028,1994,15,8,846,9.4,0,2,2,0,0,0,1,0,0.6,0.6,1.3,1.9,13,34,25,0,0.21,0.21,0,0.21,0.06,0.14,0.2,0.06,0.2,Matches
343,Aurélio Buta,pt POR,DF,Eint Frankfurt,de Bundesliga,28-329,1997,4,1,144,1.6,0,0,0,0,0,0,1,0,0,0,0,0.1,6,3,3,0,0,0,0,0,0.01,0.02,0.04,0.01,0.04,Matches
344,Jean Butez,fr FRA,GK,Como,it Serie A,30-211,1995,17,17,"1,530",17,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
345,Sam Byram,eng ENG,DF,Leeds United,eng Premier League,32-111,1993,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
346,William Bøving,dk DEN,MF,Mainz 05,de Bundesliga,22-310,2003,4,2,183,2,0,1,1,0,0,0,1,0,0,0,0.3,0.3,4,3,10,0,0.49,0.49,0,0.49,0.01,0.15,0.16,0.01,0.16,Matches
347,Rémy Cabella,fr FRA,MF,Nantes,fr Ligue 1,35-303,1990,1,0,33,0.4,1,0,1,0,1,1,0,0,1.2,0.4,0.8,1.2,4,5,3,2.73,0,2.73,0,0,3.18,2.22,5.4,1.03,3.25,Matches
348,Jorge Cabello,es ESP,DF,Levante,es La Liga,21-255,2004,5,4,362,4,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Matches
349,Pape Cabral,fr FRA,MF,Monaco,fr Ligue 1,18-350,2007,4,0,77,0.9,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,3,0,0,0,0,0,0,0.63,0,0.63,0.63,0.63,Matches
350,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,34-202,1991,17,17,"1,530",17,2,0,2,2,0,0,1,0,1.4,1.4,0.6,2,1,47,5,0.12,0,0.12,0.12,0.12,0.08,0.03,0.12,0.08,0.12,Matches
351,Anthony Caci,fr FRA,"DF,MF",Mainz 05,de Bundesliga,28-188,1997,4,4,310,3.4,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,25,30,0,0,0,0,0,0.09,0.12,0.21,0.09,0.21,Matches
352,Noah Cadiou,gp GLP,MF,Lorient,fr Ligue 1,27-071,1998,12,4,440,4.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,31,10,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches
353,Mathieu Cafaro,fr FRA,"FW,MF",Paris FC,fr Ligue 1,28-286,1997,8,1,147,1.6,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.5,3,4,24,0,0,0,0,0,0.17,0.16,0.33,0.17,0.33,Matches
354,Moisés Caicedo,ec ECU,MF,Chelsea,eng Premier League,24-064,2001,15,14,"1,252",13.9,3,1,4,3,0,0,5,1,0.7,0.7,1.1,1.8,11,88,12,0.22,0.07,0.29,0.22,0.29,0.05,0.08,0.13,0.05,0.13,Matches
355,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,34-350,1991,12,2,336,3.7,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.7,3,27,6,0.27,0,0.27,0.27,0.27,0.16,0.03,0.19,0.16,0.19,Matches
356,Arturo Calabresi,it ITA,DF,Pisa,it Serie A,29-294,1996,13,6,608,6.8,0,0,0,0,0,0,4,0,0.1,0.1,0,0.1,4,26,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
357,Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,23-231,2002,16,16,"1,255",13.9,1,2,3,1,0,0,5,0,2.5,2.5,0.5,3,23,48,56,0.07,0.14,0.22,0.07,0.22,0.18,0.04,0.21,0.18,0.21,Matches
358,Calebe,br BRA,"MF,DF",Alavés,es La Liga,25-250,2000,13,10,540,6,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,19,20,43,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09,Matches
359,Fernando Calero,es ESP,DF,Espanyol,es La Liga,30-113,1995,14,12,"1,106",12.3,0,0,0,0,0,0,2,0,1.5,1.5,0,1.5,3,13,2,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
360,Duje Ćaleta-Car,hr CRO,DF,Real Sociedad,es La Liga,29-110,1996,11,10,912,10.1,0,0,0,0,0,0,4,0,0.6,0.6,0.1,0.8,10,35,2,0,0,0,0,0,0.06,0.01,0.08,0.06,0.08,Matches
361,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,31-331,1994,14,14,"1,108",12.3,6,2,8,4,2,3,3,0,3.6,1.2,2.5,3.7,24,91,27,0.49,0.16,0.65,0.32,0.49,0.29,0.2,0.49,0.1,0.3,Matches
362,Dominic Calvert-Lewin,eng ENG,FW,Leeds United,eng Premier League,28-295,1997,18,13,"1,225",13.6,8,0,8,7,1,1,0,0,7.1,6.3,1.2,7.5,9,14,61,0.59,0,0.59,0.51,0.51,0.52,0.09,0.61,0.46,0.55,Matches
363,Dani Calvo,es ESP,DF,Oviedo,es La Liga,31-279,1994,9,7,705,7.8,0,0,0,0,0,0,3,0,0,0,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,Matches
364,Adama Camara,ml MLI,FW,Paris FC,fr Ligue 1,33-089,1992,1,1,88,1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,Matches
365,Adama Camara,fr FRA,MF,Paris FC,fr Ligue 1,29-079,1996,14,13,"1,064",11.8,1,0,1,1,0,0,4,0,1.6,1.6,0.4,2,4,35,33,0.08,0,0.08,0.08,0.08,0.13,0.03,0.15,0.13,0.15,Matches
366,Amady Camara,ml MLI,"MF,FW",Nantes,fr Ligue 1,20-222,2005,9,1,162,1.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,8,2,20,0,0,0,0,0,0.17,0.08,0.25,0.17,0.25,Matches
367,Dawda Camara,mr MTN,FW,Girona,es La Liga,23-062,2002,2,1,72,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,2,1,0,0,0,0,0,0.15,0.23,0.39,0.15,0.39,Matches
368,Lamine Camara,sn SEN,MF,Monaco,fr Ligue 1,22-004,2004,9,7,604,6.7,0,3,3,0,0,0,2,0,0.4,0.4,1.7,2.1,14,42,13,0,0.45,0.45,0,0.45,0.06,0.26,0.32,0.06,0.32,Matches
369,Mahdi Camara,fr FRA,MF,Rennes,fr Ligue 1,27-189,1998,15,14,"1,160",12.9,1,1,2,1,0,0,3,1,0.9,0.9,1.7,2.6,34,47,67,0.08,0.08,0.16,0.08,0.16,0.07,0.13,0.2,0.07,0.2,Matches
370,Ousmane Camara,ml MLI,DF,Angers,fr Ligue 1,22-305,2003,16,15,"1,323",14.7,1,0,1,1,0,0,1,0,0.1,0.1,0.1,0.3,1,16,0,0.07,0,0.07,0.07,0.07,0.01,0.01,0.02,0.01,0.02,Matches
371,Francesco Camarda,it ITA,FW,Lecce,it Serie A,17-301,2008,16,6,576,6.4,1,0,1,1,0,1,1,0,1.7,0.9,0.6,1.5,2,6,17,0.16,0,0.16,0.16,0.16,0.27,0.1,0.36,0.15,0.24,Matches
372,Eduardo Camavinga,fr FRA,MF,Real Madrid,es La Liga,23-056,2002,13,5,602,6.7,1,0,1,1,0,0,0,0,1,1,0.9,1.9,13,40,18,0.15,0,0.15,0.15,0.15,0.15,0.14,0.29,0.15,0.29,Matches
373,Nicolò Cambiaghi,it ITA,FW,Bologna,it Serie A,25-008,2000,15,10,887,9.9,2,4,6,2,0,0,3,0,1.5,1.5,2,3.5,44,29,79,0.2,0.41,0.61,0.2,0.61,0.15,0.2,0.35,0.15,0.35,Matches
374,Andrea Cambiaso,it ITA,DF,Juventus,it Serie A,25-319,2000,16,15,"1,240",13.8,1,2,3,1,0,0,1,1,1,1,2.2,3.2,50,49,99,0.07,0.15,0.22,0.07,0.22,0.07,0.16,0.23,0.07,0.23,Matches
375,Axel Camblan,fr FRA,"FW,MF",Brest,fr Ligue 1,22-128,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,2,0,0,0,0,0,0,0.57,0.57,0,0.57,Matches
376,Sergio Camello,es ESP,"FW,MF",Rayo Vallecano,es La Liga,24-329,2001,12,4,439,4.9,0,0,0,0,0,0,2,1,1,1,0.1,1.1,1,8,21,0,0,0,0,0,0.2,0.02,0.22,0.2,0.22,Matches
377,Cole Campbell,us USA,FW,Dortmund,de Bundesliga,19-319,2006,1,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,0,2,0,0,0,0,0,0.62,0.64,1.25,0.62,1.25,Matches
378,Emre Can,de GER,DF,Dortmund,de Bundesliga,31-358,1994,4,4,359,4,1,0,1,0,1,1,1,0,0.9,0.1,0,0.1,3,16,1,0.25,0,0.25,0,0,0.22,0,0.22,0.02,0.02,Matches
379,Matteo Cancellieri,it ITA,FW,Lazio,it Serie A,23-327,2002,11,10,764,8.5,3,0,3,3,0,0,2,0,2.3,2.3,0.5,2.8,15,21,62,0.35,0,0.35,0.35,0.35,0.27,0.06,0.33,0.27,0.33,Matches
380,Fali Candé,gw GNB,DF,Sassuolo,it Serie A,27-346,1998,12,5,509,5.7,0,0,0,0,0,0,2,0,0.2,0.2,0,0.3,5,8,6,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
381,Simone Canestrelli,it ITA,DF,Pisa,it Serie A,25-116,2000,18,18,"1,620",18,0,0,0,0,0,0,2,0,0.7,0.7,0.3,1,11,58,8,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
382,Jaydee Canvot,fr FRA,DF,Crystal Palace,eng Premier League,19-160,2006,7,1,203,2.3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
383,Jaydee Canvot,fr FRA,"MF,DF",Toulouse,fr Ligue 1,19-160,2006,2,2,180,2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,3,2,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
384,Nicolás Capaldo,ar ARG,"DF,MF",Hamburger SV,de Bundesliga,28-113,1997,13,12,"1,009",11.2,0,1,1,0,0,0,4,0,0.2,0.2,0.3,0.5,13,44,17,0,0.09,0.09,0,0.09,0.02,0.03,0.05,0.02,0.05,Matches
385,Pierrick Capelle,fr FRA,MF,Angers,fr Ligue 1,38-265,1987,3,0,62,0.7,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2,3,4,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches
386,Elia Caprile,it ITA,GK,Cagliari,it Serie A,24-133,2001,18,18,"1,620",18,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
387,Maxence Caqueret,fr FRA,"MF,FW",Como,it Serie A,25-324,2000,13,9,664,7.4,0,1,1,0,0,0,1,0,0.8,0.8,0.9,1.7,9,46,28,0,0.14,0.14,0,0.14,0.1,0.13,0.23,0.1,0.23,Matches
388,Antonio Caracciolo,it ITA,DF,Pisa,it Serie A,35-189,1990,18,17,"1,549",17.2,0,0,0,0,0,0,4,0,0.5,0.5,0,0.5,3,26,9,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
389,Valentin Carboni,ar ARG,"MF,FW",Genoa,it Serie A,20-306,2005,12,3,359,4,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.7,7,17,25,0,0,0,0,0,0.11,0.06,0.17,0.11,0.17,Matches
390,Sergi Cardona,es ESP,DF,Villarreal,es La Liga,26-181,1999,14,10,943,10.5,0,3,3,0,0,0,2,0,0.7,0.7,1.4,2,21,29,60,0,0.29,0.29,0,0.29,0.06,0.13,0.19,0.06,0.19,Matches
391,Fábio Cardoso,pt POR,DF,Sevilla,es La Liga,31-261,1994,3,3,217,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
392,Johnny Cardoso,us USA,MF,Atlético Madrid,es La Liga,24-107,2001,5,4,227,2.5,0,0,0,0,0,0,2,0,0,0,0.2,0.2,5,13,3,0,0,0,0,0,0.01,0.07,0.08,0.01,0.08,Matches
393,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,29-137,1996,8,7,675,7.5,1,0,1,1,0,0,1,0,0.2,0.2,0.4,0.5,13,28,20,0.13,0,0.13,0.13,0.13,0.02,0.05,0.07,0.02,0.07,Matches
394,Patrik Carlgren,se SWE,GK,Nantes,fr Ligue 1,33-362,1992,2,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
395,Diego Carlos,br BRA,DF,Como,it Serie A,32-296,1993,12,11,"1,016",11.3,0,0,0,0,0,0,5,0,0.3,0.3,0,0.3,2,30,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
396,Kevin Carlos,es ESP,FW,Nice,fr Ligue 1,24-270,2001,10,6,551,6.1,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.3,4,6,26,0,0,0,0,0,0.2,0.01,0.21,0.2,0.21,Matches
397,David Carmo,ao ANG,DF,Oviedo,es La Liga,26-170,1999,13,11,"1,002",11.1,1,0,1,1,0,0,6,1,0.8,0.8,0.1,0.9,7,42,2,0.09,0,0.09,0.09,0.09,0.07,0.01,0.08,0.07,0.08,Matches
398,Carmona,es ESP,DF,Sevilla,es La Liga,23-341,2002,16,15,"1,358",15.1,1,3,4,1,0,0,8,0,0.4,0.4,1.2,1.6,29,45,54,0.07,0.2,0.27,0.07,0.27,0.02,0.08,0.11,0.02,0.11,Matches
399,Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,25-188,2000,18,18,"1,620",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
400,Sergio Carreira,es ESP,"MF,DF",Celta Vigo,es La Liga,25-084,2000,15,14,"1,283",14.3,1,1,2,1,0,0,1,0,0.6,0.6,0.4,1,26,69,93,0.07,0.07,0.14,0.07,0.14,0.04,0.03,0.07,0.04,0.07,Matches
401,Gorka Carrera,es ESP,FW,Real Sociedad,es La Liga,20-235,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
402,Álvaro Carreras,es ESP,DF,Real Madrid,es La Liga,22-288,2003,17,16,"1,428",15.9,1,1,2,1,0,0,3,1,0.2,0.2,1,1.2,38,132,89,0.06,0.06,0.13,0.06,0.13,0.01,0.06,0.07,0.01,0.07,Matches
403,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,33-359,1992,7,4,376,4.2,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,3,18,20,0,0,0,0,0,0.04,0.12,0.16,0.04,0.16,Matches
404,Fabio Carvalho,pt POR,"FW,MF",Brentford,eng Premier League,23-128,2002,6,1,102,1.1,1,0,1,1,0,0,0,0,0.7,0.7,0,0.7,2,2,6,0.88,0,0.88,0.88,0.88,0.62,0,0.62,0.62,0.62,Matches
405,Cesare Casadei,it ITA,MF,Torino,it Serie A,22-360,2003,17,12,"1,151",12.8,1,0,1,1,0,0,4,0,2.1,1.9,1,2.9,12,56,25,0.08,0,0.08,0.08,0.08,0.17,0.08,0.24,0.15,0.23,Matches
406,Marc Casado,es ESP,MF,Barcelona,es La Liga,22-113,2003,13,6,549,6.1,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,7,27,9,0,0.16,0.16,0,0.16,0.05,0.03,0.08,0.05,0.08,Matches
407,Nicolò Casale,it ITA,DF,Bologna,it Serie A,27-325,1998,6,4,233,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,6,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
408,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,33-316,1992,18,17,"1,228",13.6,4,1,5,4,0,0,7,1,2.9,2.9,1.7,4.6,10,73,21,0.29,0.07,0.37,0.29,0.37,0.21,0.13,0.34,0.21,0.34,Matches
409,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,28-151,1997,19,19,"1,680",18.7,3,2,5,3,0,0,5,0,0.7,0.7,1.6,2.3,25,63,81,0.16,0.11,0.27,0.16,0.27,0.03,0.09,0.12,0.03,0.12,Matches
410,Josué Casimir,ht HAI,"MF,DF",Auxerre,fr Ligue 1,24-103,2001,16,12,"1,006",11.2,0,0,0,0,0,1,4,1,2.1,1.5,0.3,1.7,25,28,66,0,0,0,0,0,0.19,0.02,0.22,0.13,0.15,Matches
411,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,fr Ligue 1,25-350,2000,16,15,"1,348",15,0,0,0,0,0,1,3,0,1.2,0.4,1.2,1.7,12,80,20,0,0,0,0,0,0.08,0.08,0.16,0.03,0.11,Matches
412,Timothy Castagne,be BEL,"DF,FW",Fulham,eng Premier League,30-031,1995,15,7,679,7.5,0,0,0,0,0,0,1,0,0.9,0.9,0.3,1.2,11,21,41,0,0,0,0,0,0.11,0.04,0.16,0.11,0.16,Matches
413,Valentín Castellanos,ar ARG,FW,Lazio,it Serie A,27-094,1998,11,8,692,7.7,2,3,5,2,0,0,2,0,2,2,1.7,3.7,6,17,45,0.26,0.39,0.65,0.26,0.65,0.26,0.22,0.48,0.26,0.48,Matches
414,Castrin,es ESP,DF,Sevilla,es La Liga,23-004,2003,8,7,603,6.7,0,0,0,0,0,0,3,0,0.2,0.2,0,0.3,2,21,1,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches
415,Jonny Castro,es ESP,DF,Alavés,es La Liga,31-308,1994,18,18,"1,600",17.8,0,0,0,0,0,0,3,0,0.3,0.3,0.9,1.3,22,73,31,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,Matches
416,Santiago Castro,ar ARG,FW,Bologna,it Serie A,21-098,2004,15,10,989,11,5,1,6,5,0,0,1,0,3.6,3.6,0.9,4.5,7,16,53,0.46,0.09,0.55,0.46,0.55,0.33,0.08,0.41,0.33,0.41,Matches
417,Alessio Castro-Montes,be BEL,"MF,DF",Köln,de Bundesliga,28-233,1997,4,1,93,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5,8,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
418,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,31-152,1994,16,14,"1,221",13.6,1,2,3,0,1,1,4,0,1.4,0.6,1.4,2,5,48,5,0.07,0.15,0.22,0,0.15,0.1,0.11,0.21,0.05,0.15,Matches
419,Catena,es ESP,DF,Osasuna,es La Liga,31-069,1994,17,17,"1,530",17,2,1,3,2,0,0,7,0,1.6,1.6,0.3,1.9,2,39,9,0.12,0.06,0.18,0.12,0.18,0.09,0.02,0.11,0.09,0.11,Matches
420,Nicolò Cavuoti,it ITA,"MF,DF",Cagliari,it Serie A,22-276,2003,4,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,Matches
421,Santi Cazorla,es ESP,"MF,FW",Oviedo,es La Liga,41-023,1984,11,4,432,4.8,0,0,0,0,0,0,0,1,0.2,0.2,0.9,1.1,4,33,16,0,0,0,0,0,0.04,0.19,0.23,0.04,0.23,Matches
422,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,29-151,1996,11,4,367,4.1,0,0,0,0,0,0,0,0,0,0,0.3,0.4,6,40,10,0,0,0,0,0,0.01,0.08,0.09,0.01,0.09,Matches
423,Federico Ceccherini,it ITA,DF,Cremonese,it Serie A,33-239,1992,5,2,221,2.5,0,0,0,0,0,0,0,1,0.1,0.1,0,0.1,0,8,3,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
424,Abdoulie Ceesay,gm GAM,"FW,MF",St. Pauli,de Bundesliga,22-000,2004,10,0,193,2.1,0,0,0,0,0,0,2,0,0.4,0.4,0,0.4,1,1,20,0,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
425,Zeki Çelik,tr TUR,DF,Roma,it Serie A,28-322,1997,16,14,"1,227",13.6,1,1,2,1,0,0,1,1,0.8,0.8,1,1.8,26,59,68,0.07,0.07,0.15,0.07,0.15,0.06,0.07,0.13,0.06,0.13,Matches
426,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,29-354,1996,7,2,163,1.8,2,0,2,2,0,0,1,0,0.9,0.9,0,0.9,9,8,9,1.1,0,1.1,1.1,1.1,0.5,0,0.5,0.5,0.5,Matches
427,Václav Černý,cz CZE,FW,Wolfsburg,de Bundesliga,28-080,1997,2,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
428,Julian Chabot,de GER,DF,Stuttgart,de Bundesliga,27-327,1998,12,11,997,11.1,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,11,62,3,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
429,El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,de Bundesliga,20-234,2005,3,1,113,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches
430,Fares Chaïbi,dz ALG,MF,Eint Frankfurt,de Bundesliga,23-038,2002,13,12,955,10.6,1,6,7,1,0,0,1,0,1.2,1.2,2.1,3.3,21,48,59,0.09,0.57,0.66,0.09,0.66,0.11,0.2,0.31,0.11,0.31,Matches
431,Ilyas Chaira,ma MAR,"FW,MF",Oviedo,es La Liga,24-337,2001,16,13,952,10.6,0,1,1,0,0,0,0,1,2,2,1,3.1,39,34,77,0,0.09,0.09,0,0.09,0.19,0.1,0.29,0.19,0.29,Matches
432,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,26-184,1999,19,19,"1,650",18.3,3,0,3,3,0,0,3,1,1.1,1.1,0.1,1.2,15,52,3,0.16,0,0.16,0.16,0.16,0.06,0.01,0.07,0.06,0.07,Matches
433,Fallou Cham,gm GAM,DF,Hellas Verona,it Serie A,19-325,2006,5,3,214,2.4,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1,2,6,11,0,0,0,0,0,0.15,0.27,0.42,0.15,0.42,Matches
434,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,31-014,1994,15,15,"1,286",14.3,0,1,1,0,0,0,3,0,0.4,0.4,0.3,0.7,7,37,3,0,0.07,0.07,0,0.07,0.03,0.02,0.05,0.03,0.05,Matches
435,Pep Chavarría,es ESP,DF,Rayo Vallecano,es La Liga,27-270,1998,18,17,"1,552",17.2,1,2,3,1,0,0,4,0,0.4,0.4,1.7,2.1,67,90,92,0.06,0.12,0.17,0.06,0.17,0.02,0.1,0.12,0.02,0.12,Matches
436,Arthur Chaves,br BRA,DF,Hoffenheim,de Bundesliga,24-341,2001,4,2,240,2.7,0,0,0,0,0,0,1,0,0,0,0.1,0.1,2,4,1,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
437,Walid Cheddira,ma MAR,FW,Sassuolo,it Serie A,27-348,1998,14,1,201,2.2,1,0,1,1,0,0,1,0,0.9,0.9,0.1,1,7,4,15,0.45,0,0.45,0.45,0.45,0.41,0.03,0.44,0.41,0.44,Matches
438,Chema,es ESP,MF,Stuttgart,de Bundesliga,20-255,2005,10,7,661,7.3,1,0,1,1,0,0,1,0,0.8,0.8,0.2,0.9,8,48,9,0.14,0,0.14,0.14,0.14,0.1,0.02,0.12,0.1,0.12,Matches
439,Samir Chergui,dz ALG,DF,Paris FC,fr Ligue 1,26-333,1999,12,11,973,10.8,1,0,1,1,0,0,1,0,1.6,1.6,0.2,1.8,2,22,27,0.09,0,0.09,0.09,0.09,0.14,0.02,0.16,0.14,0.16,Matches
440,Sidiki Cherif,fr FRA,FW,Angers,fr Ligue 1,19-021,2006,17,13,"1,069",11.9,4,0,4,4,0,0,3,0,3,3,0.4,3.4,32,18,66,0.34,0,0.34,0.34,0.34,0.25,0.03,0.29,0.25,0.29,Matches
441,Rayan Cherki,fr FRA,"MF,FW",Manchester City,eng Premier League,22-141,2003,15,10,822,9.1,2,7,9,2,0,0,1,0,1.3,1.3,5.1,6.4,54,56,92,0.22,0.77,0.99,0.22,0.99,0.14,0.56,0.7,0.14,0.7,Matches
442,Lucas Chevalier,fr FRA,GK,Paris S-G,fr Ligue 1,24-060,2001,15,15,"1,350",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
443,Fabio Chiarodia,it ITA,DF,Gladbach,de Bundesliga,20-214,2005,5,4,278,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
